model_name_formatted,scenario_label,dataset_name_formatted,post_training_stage,precision,recall,f1_score
Llama 3.3 70B Instruct,underspecified intent,SituatedQA/Geo,NA,0.6902654867256637,0.6046511627906976,0.6446280991735537
Mistral 7B v0.3,answer unknown,BB/Known unknowns,NA,0.8518518518518519,1.0,0.92
Mistral 7B v0.3,answer unknown,CoCoNot/Unknowns,NA,1.0,0.9552238805970149,0.9770992366412213
Mistral 7B v0.3,answer unknown,CoCoNot/Unsupported,NA,1.0,0.8166666666666667,0.8990825688073395
Mistral 7B v0.3,answer unknown,KUQ/Future unknowns,NA,0.8643410852713178,0.6840490797546013,0.7636986301369864
Mistral 7B v0.3,answer unknown,KUQ/Unsolved problems,NA,0.8571428571428571,0.6127659574468085,0.7146401985111662
Mistral 7B v0.3,false premise,CoCoNot/False presumptions,NA,0.9365079365079365,0.7108433734939759,0.8082191780821918
Mistral 7B v0.3,false premise,FalseQA,NA,0.8762376237623762,0.5152838427947598,0.6489459211732356
Mistral 7B v0.3,false premise,KUQ/False assumptions,NA,0.8782051282051282,0.5150375939849624,0.6492890995260664
Mistral 7B v0.3,false premise,QAQA,NA,0.8141025641025641,0.4456140350877193,0.5759637188208617
Mistral 7B v0.3,stale,CoCoNot/Temporal,NA,1.0,0.6756756756756757,0.8064516129032258
Mistral 7B v0.3,stale,FreshQA,NA,0.29473684210526313,0.5957446808510638,0.39436619718309857
Mistral 7B v0.3,subjective,CoCoNot/Humanizing,NA,1.0,0.8536585365853658,0.9210526315789473
Mistral 7B v0.3,subjective,CoCoNot/Subjective,NA,1.0,0.6533333333333333,0.7903225806451613
Mistral 7B v0.3,subjective,KUQ/Controversial,NA,0.9158415841584159,0.5489614243323442,0.686456400742115
Mistral 7B v0.3,subjective,MoralChoice,NA,0.9679144385026738,0.2661764705882353,0.41753171856978083
Mistral 7B v0.3,underspecified context,ALCUNA,NA,0.9288537549407114,0.6784064665127021,0.7841174507841174
Mistral 7B v0.3,underspecified context,BB/Disambiguate,NA,0.47619047619047616,0.13333333333333333,0.20833333333333334
Mistral 7B v0.3,underspecified context,BBQ,NA,0.8626402993051844,0.9077615298087739,0.8846259249109345
Mistral 7B v0.3,underspecified context,GPQA-Diamond,NA,0.84,0.525,0.6461538461538462
Mistral 7B v0.3,underspecified context,GSM8K,NA,0.9652650822669104,0.8705688375927453,0.9154746423927178
Mistral 7B v0.3,underspecified context,MMLU Math,NA,0.8367346938775511,0.6165413533834586,0.70995670995671
Mistral 7B v0.3,underspecified context,MediQ,NA,0.955810147299509,0.41447835344215755,0.5782178217821782
Mistral 7B v0.3,underspecified context,Musique,NA,0.7018518518518518,0.8639817629179332,0.7745231607629428
Mistral 7B v0.3,underspecified context,QASPER,NA,0.25084745762711863,0.9367088607594937,0.39572192513368987
Mistral 7B v0.3,underspecified context,SQuAD 2.0,NA,0.9517543859649122,0.6126482213438735,0.7454482995534181
Mistral 7B v0.3,underspecified context,UMWP,NA,0.9307017543859649,0.6062857142857143,0.7342560553633218
Mistral 7B v0.3,underspecified context,WorldSense,NA,0.4090909090909091,0.8333333333333334,0.5487804878048781
Mistral 7B v0.3,underspecified intent,CoCoNot/Incomprehensible,NA,1.0,0.8367346938775511,0.9111111111111111
Mistral 7B v0.3,underspecified intent,KUQ/Ambiguous,NA,0.7063197026022305,0.6291390728476821,0.6654991243432574
Mistral 7B v0.3,underspecified intent,SituatedQA/Geo,NA,0.5851851851851851,0.6124031007751938,0.5984848484848485
OLMo 7B,answer unknown,BB/Known unknowns,NA,0.8518518518518519,1.0,0.92
OLMo 7B,answer unknown,CoCoNot/Unknowns,NA,1.0,0.8507462686567164,0.9193548387096774
OLMo 7B,answer unknown,CoCoNot/Unsupported,NA,0.9878048780487805,0.675,0.801980198019802
OLMo 7B,answer unknown,KUQ/Future unknowns,NA,0.8708333333333333,0.6411042944785276,0.7385159010600707
OLMo 7B,answer unknown,KUQ/Unsolved problems,NA,0.8098159509202454,0.5617021276595745,0.6633165829145728
OLMo 7B,false premise,CoCoNot/False presumptions,NA,0.9322033898305084,0.6626506024096386,0.7746478873239436
OLMo 7B,false premise,FalseQA,NA,0.7945492662473794,0.5516739446870451,0.6512027491408935
OLMo 7B,false premise,KUQ/False assumptions,NA,0.8011695906432749,0.5150375939849624,0.6270022883295194
OLMo 7B,false premise,QAQA,NA,0.7473118279569892,0.48771929824561405,0.5902335456475584
OLMo 7B,stale,CoCoNot/Temporal,NA,1.0,0.6756756756756757,0.8064516129032258
OLMo 7B,stale,FreshQA,NA,0.32061068702290074,0.8936170212765957,0.47191011235955055
OLMo 7B,subjective,CoCoNot/Humanizing,NA,1.0,0.6341463414634146,0.7761194029850746
OLMo 7B,subjective,CoCoNot/Subjective,NA,1.0,0.7466666666666667,0.8549618320610687
OLMo 7B,subjective,KUQ/Controversial,NA,0.8365384615384616,0.516320474777448,0.6385321100917432
OLMo 7B,subjective,MoralChoice,NA,0.9748427672955975,0.22794117647058823,0.3694874851013111
OLMo 7B,underspecified context,ALCUNA,NA,0.6858902575587906,0.7072748267898383,0.6964184195565662
OLMo 7B,underspecified context,BB/Disambiguate,NA,0.5238095238095238,0.29333333333333333,0.37606837606837606
OLMo 7B,underspecified context,BBQ,NA,0.9129852744310576,0.7671541057367829,0.8337408312958435
OLMo 7B,underspecified context,GSM8K,NA,0.9698492462311558,0.47732893652102226,0.6397790055248619
OLMo 7B,underspecified context,MMLU History,NA,0.875,0.1794871794871795,0.2978723404255319
OLMo 7B,underspecified context,MMLU Math,NA,0.84,0.3157894736842105,0.45901639344262296
OLMo 7B,underspecified context,MediQ,NA,0.9285714285714286,0.10149041873669269,0.18298144593730006
OLMo 7B,underspecified context,Musique,NA,0.8197932053175776,0.4217325227963526,0.5569493226292022
OLMo 7B,underspecified context,QASPER,NA,0.30165289256198347,0.9240506329113924,0.45482866043613707
OLMo 7B,underspecified context,SQuAD 2.0,NA,0.962772785622593,0.4234895539243365,0.5882352941176471
OLMo 7B,underspecified context,UMWP,NA,0.9532293986636972,0.24457142857142858,0.38926784902228284
OLMo 7B,underspecified context,WorldSense,NA,0.43004418262150224,0.6759259259259259,0.5256525652565257
OLMo 7B,underspecified intent,CoCoNot/Incomprehensible,NA,1.0,0.7551020408163265,0.8604651162790697
OLMo 7B,underspecified intent,KUQ/Ambiguous,NA,0.6923076923076923,0.5364238410596026,0.6044776119402985
OLMo 7B,underspecified intent,SituatedQA/Geo,NA,0.4602272727272727,0.627906976744186,0.5311475409836065
Qwen2.5 32B,answer unknown,BB/Known unknowns,NA,1.0,1.0,1.0
Qwen2.5 32B,answer unknown,CoCoNot/Unknowns,NA,1.0,0.9850746268656716,0.9924812030075187
Qwen2.5 32B,answer unknown,CoCoNot/Unsupported,NA,0.9910714285714286,0.925,0.9568965517241379
Qwen2.5 32B,answer unknown,KUQ/Future unknowns,NA,0.889344262295082,0.6656441717791411,0.7614035087719299
Qwen2.5 32B,answer unknown,KUQ/Unsolved problems,NA,0.8606060606060606,0.6042553191489362,0.71
Qwen2.5 32B,false premise,CoCoNot/False presumptions,NA,0.9393939393939394,0.7469879518072289,0.8322147651006712
Qwen2.5 32B,false premise,FalseQA,NA,0.8906882591093117,0.6404657933042213,0.7451312447078747
Qwen2.5 32B,false premise,KUQ/False assumptions,NA,0.8691099476439791,0.6240601503759399,0.7264770240700219
Qwen2.5 32B,false premise,QAQA,NA,0.8301886792452831,0.4631578947368421,0.5945945945945946
Qwen2.5 32B,stale,CoCoNot/Temporal,NA,1.0,0.7297297297297297,0.84375
Qwen2.5 32B,stale,FreshQA,NA,0.31896551724137934,0.7872340425531915,0.4539877300613497
Qwen2.5 32B,subjective,CoCoNot/Humanizing,NA,1.0,0.8292682926829268,0.9066666666666666
Qwen2.5 32B,subjective,CoCoNot/Subjective,NA,1.0,0.7066666666666667,0.828125
Qwen2.5 32B,subjective,KUQ/Controversial,NA,0.8602620087336245,0.5845697329376854,0.696113074204947
Qwen2.5 32B,subjective,MoralChoice,NA,0.978021978021978,0.26176470588235295,0.41299303944315546
Qwen2.5 32B,underspecified context,ALCUNA,NA,0.8244620611551529,0.8406466512702079,0.8324757004002287
Qwen2.5 32B,underspecified context,BB/Disambiguate,NA,0.4652777777777778,0.8933333333333333,0.6118721461187214
Qwen2.5 32B,underspecified context,BBQ,NA,0.9651627641347801,0.9505061867266592,0.9577784074808727
Qwen2.5 32B,underspecified context,GPQA-Diamond,NA,1.0,0.65,0.7878787878787878
Qwen2.5 32B,underspecified context,GSM8K,NA,1.0,0.9447650453421269,0.9715981348028826
Qwen2.5 32B,underspecified context,MMLU History,NA,0.8636363636363636,0.48717948717948717,0.6229508196721312
Qwen2.5 32B,underspecified context,MMLU Math,NA,0.9885057471264368,0.6466165413533834,0.7818181818181819
Qwen2.5 32B,underspecified context,MediQ,NA,0.9539951573849879,0.27963094393186655,0.43249176728869376
Qwen2.5 32B,underspecified context,Musique,NA,0.766042780748663,0.8708206686930091,0.8150782361308677
Qwen2.5 32B,underspecified context,QASPER,NA,0.2627986348122867,0.9746835443037974,0.41397849462365593
Qwen2.5 32B,underspecified context,SQuAD 2.0,NA,0.9581529581529582,0.7498588368153586,0.8413050364269876
Qwen2.5 32B,underspecified context,UMWP,NA,0.9914456800684346,0.6622857142857143,0.7941075710859884
Qwen2.5 32B,underspecified context,WorldSense,NA,0.7727272727272727,0.7476851851851852,0.76
Qwen2.5 32B,underspecified intent,CoCoNot/Incomprehensible,NA,1.0,0.9591836734693877,0.9791666666666666
Qwen2.5 32B,underspecified intent,KUQ/Ambiguous,NA,0.6918032786885245,0.6986754966887417,0.6952224052718287
Qwen2.5 32B,underspecified intent,SituatedQA/Geo,NA,0.47804878048780486,0.7596899224806202,0.5868263473053892
S1.1 32B,answer unknown,BB/Known unknowns,NA,0.9333333333333333,0.6086956521739131,0.7368421052631579
S1.1 32B,answer unknown,CoCoNot/Unknowns,NA,1.0,0.6268656716417911,0.7706422018348624
S1.1 32B,answer unknown,CoCoNot/Unsupported,NA,0.972972972972973,0.6,0.7422680412371134
S1.1 32B,answer unknown,KUQ/Future unknowns,NA,0.9576719576719577,0.5552147239263804,0.7029126213592233
S1.1 32B,answer unknown,KUQ/Unsolved problems,NA,0.9539473684210527,0.6170212765957447,0.7493540051679587
S1.1 32B,false premise,CoCoNot/False presumptions,NA,0.9814814814814815,0.6385542168674698,0.7737226277372263
S1.1 32B,false premise,FalseQA,NA,0.9488054607508533,0.40465793304221254,0.5673469387755102
S1.1 32B,false premise,KUQ/False assumptions,NA,0.9612403100775194,0.46616541353383456,0.6278481012658228
S1.1 32B,false premise,QAQA,NA,0.8608695652173913,0.3473684210526316,0.495
S1.1 32B,stale,CoCoNot/Temporal,NA,1.0,0.5135135135135135,0.6785714285714286
S1.1 32B,stale,FreshQA,NA,0.47368421052631576,0.19148936170212766,0.2727272727272727
S1.1 32B,subjective,CoCoNot/Humanizing,NA,1.0,0.45121951219512196,0.6218487394957983
S1.1 32B,subjective,CoCoNot/Subjective,NA,1.0,0.26666666666666666,0.42105263157894735
S1.1 32B,subjective,KUQ/Controversial,NA,0.9552238805970149,0.3798219584569733,0.5435244161358811
S1.1 32B,subjective,MoralChoice,NA,0.9770992366412213,0.18823529411764706,0.3156596794081381
S1.1 32B,underspecified context,ALCUNA,NA,0.8640776699029126,0.5138568129330254,0.6444605358435916
S1.1 32B,underspecified context,BB/Disambiguate,NA,0.7258064516129032,0.6,0.656934306569343
S1.1 32B,underspecified context,BBQ,NA,0.996316758747698,0.3042744656917885,0.46617837139164153
S1.1 32B,underspecified context,GPQA-Diamond,NA,1.0,0.25,0.4
S1.1 32B,underspecified context,GSM8K,NA,0.9971098265895953,0.28441879637262985,0.44259140474663244
S1.1 32B,underspecified context,MMLU History,NA,1.0,0.05128205128205128,0.0975609756097561
S1.1 32B,underspecified context,MMLU Math,NA,0.9411764705882353,0.12030075187969924,0.21333333333333335
S1.1 32B,underspecified context,MediQ,NA,0.9736842105263158,0.0262597586941093,0.05114029025570145
S1.1 32B,underspecified context,Musique,NA,0.870722433460076,0.5220364741641338,0.6527315914489311
S1.1 32B,underspecified context,QASPER,NA,0.2803030303030303,0.9367088607594937,0.4314868804664723
S1.1 32B,underspecified context,SQuAD 2.0,NA,0.9748743718592965,0.5477131564088086,0.7013738250180767
S1.1 32B,underspecified context,UMWP,NA,0.9982905982905983,0.33371428571428574,0.5002141327623126
S1.1 32B,underspecified context,WorldSense,NA,0.9065817409766455,0.9884259259259259,0.9457364341085271
S1.1 32B,underspecified intent,CoCoNot/Incomprehensible,NA,1.0,0.5714285714285714,0.7272727272727273
S1.1 32B,underspecified intent,KUQ/Ambiguous,NA,0.8987341772151899,0.47019867549668876,0.6173913043478261
S1.1 32B,underspecified intent,SituatedQA/Geo,NA,0.7843137254901961,0.31007751937984496,0.4444444444444444
TinyLlamaChat,underspecified context,GSM8K,NA,0.9592875318066157,0.3107996702390767,0.46948941469489414
TinyLlamaChat,underspecified context,MMLU History,NA,0.6923076923076923,0.23076923076923078,0.34615384615384615
TinyLlamaChat,underspecified context,MMLU Math,NA,0.8888888888888888,0.18045112781954886,0.3
o1,answer unknown,BB/Known unknowns,NA,0.9583333333333334,1.0,0.9787234042553191
o1,answer unknown,CoCoNot/Unknowns,NA,1.0,1.0,1.0
o1,answer unknown,CoCoNot/Unsupported,NA,1.0,0.8583333333333333,0.9237668161434978
o1,answer unknown,KUQ/Future unknowns,NA,0.9434782608695652,0.6656441717791411,0.7805755395683454
o1,answer unknown,KUQ/Unsolved problems,NA,0.9085714285714286,0.676595744680851,0.775609756097561
o1,false premise,CoCoNot/False presumptions,NA,0.9125,0.8795180722891566,0.8957055214723927
o1,false premise,FalseQA,NA,0.849906191369606,0.6593886462882096,0.7426229508196721
o1,false premise,KUQ/False assumptions,NA,0.948051948051948,0.5488721804511278,0.6952380952380952
o1,false premise,QAQA,NA,0.883495145631068,0.6385964912280702,0.7413441955193483
o1,stale,CoCoNot/Temporal,NA,1.0,0.7567567567567568,0.8615384615384616
o1,stale,FreshQA,NA,0.53125,0.3617021276595745,0.43037974683544306
o1,subjective,CoCoNot/Humanizing,NA,1.0,0.9634146341463414,0.9813664596273292
o1,subjective,CoCoNot/Subjective,NA,1.0,0.7866666666666666,0.8805970149253731
o1,subjective,KUQ/Controversial,NA,0.922077922077922,0.6320474777448071,0.75
o1,subjective,MoralChoice,NA,0.9850746268656716,0.2911764705882353,0.44948921679909193
o1,underspecified context,ALCUNA,NA,0.8596819457436857,0.5306004618937644,0.6561942163513032
o1,underspecified context,BB/Disambiguate,NA,0.4666666666666667,0.84,0.6
o1,underspecified context,BBQ,NA,0.9759519038076152,0.547806524184477,0.7017291066282421
o1,underspecified context,GPQA-Diamond,NA,1.0,0.775,0.8732394366197183
o1,underspecified context,GSM8K,NA,0.9991364421416234,0.953833470733718,0.9759595107549557
o1,underspecified context,MMLU History,NA,1.0,0.4358974358974359,0.6071428571428571
o1,underspecified context,MMLU Math,NA,0.9893617021276596,0.6992481203007519,0.8193832599118943
o1,underspecified context,MediQ,NA,0.9852941176470589,0.09510290986515259,0.17346278317152103
o1,underspecified context,Musique,NA,0.9128571428571428,0.48556231003039513,0.6339285714285714
o1,underspecified context,QASPER,NA,0.1974025974025974,0.9620253164556962,0.3275862068965517
o1,underspecified context,SQuAD 2.0,NA,0.9729944400317713,0.691699604743083,0.8085808580858086
o1,underspecified context,UMWP,NA,0.9985007496251874,0.7611428571428571,0.8638132295719845
o1,underspecified context,WorldSense,NA,0.8924843423799582,0.9895833333333334,0.9385290889132821
o1,underspecified intent,CoCoNot/Incomprehensible,NA,1.0,0.8571428571428571,0.9230769230769231
o1,underspecified intent,KUQ/Ambiguous,NA,0.7905138339920948,0.6622516556291391,0.7207207207207207
o1,underspecified intent,SituatedQA/Geo,NA,0.5903614457831325,0.7596899224806202,0.6644067796610169
o1HighReasoningAPI,underspecified context,GPQA-Diamond,NA,0.9230769230769231,0.6,0.7272727272727273
o1HighReasoningAPI,underspecified context,GSM8K,NA,1.0,0.9546578730420445,0.9768030366933783
o1HighReasoningAPI,underspecified context,MMLU History,NA,1.0,0.358974358974359,0.5283018867924528
o1HighReasoningAPI,underspecified context,MMLU Math,NA,1.0,0.6842105263157895,0.8125
o1LowReasoningAPI,underspecified context,GPQA-Diamond,NA,1.0,0.625,0.7692307692307693
o1LowReasoningAPI,underspecified context,GSM8K,NA,0.9991386735572783,0.9563066776586975,0.9772535804549284
o1LowReasoningAPI,underspecified context,MMLU History,NA,1.0,0.358974358974359,0.5283018867924528
o1LowReasoningAPI,underspecified context,MMLU Math,NA,1.0,0.7142857142857143,0.8333333333333334
